id;edad;sexo;municipio;trabajo_actual;educación;tipo_universidad;tipo_dispositivo_rrss;top1_rrss;top2_rrss;top3_rrss;top4_rrss;top5_rrss;internet_fijo;calidad_internet_fijo;fallas_servicio;internet_fijo_positivo;internet_fijo_negativo;fallo_internet_reestablecimiento;tipo_empresa_internet_fijo;cambio_proveedor_reciente;medida_secundaria_fallo_internet_fijo;pago_internet_dolares;acceso_celular_rrss;calidad_navegacion_movil;navegacion_movil_positivo;navegacion_movil_negativo;fac1_ars;fac2_ars;fac3_ars;area_interperso;area_personal_corporal;fac1_bsq;fac2_bsq;fac3_bsq
185;19;Femenino;Municipio Libertador;No;Estudios de 4to Nivel (Postgrado);Privada;Celular;Instagram;Facebook;Instagram;Facebook;Instagram;Sí;Regular hacia buena;Casi nunca;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;Entre 2 y 4 días;Privada;No;Wifi público;Sí;Sí;Ha mejorado;Navego sin problemas;Los megas siempre se me acaban;2,28176927;0,570854333;1,304593733;-0,820805597;-0,331540254;-1,135021285;1,10296529;-0,479043851
186;20;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular;Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Regular hacia mala;Todos los días;Siempre atienden mis reclamos;Hago reclamos y nunca solucionan mis problemas;El mismo día;Pública;No;Dispositivo de Banda Ancha Móvil;Sí;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;-0,773744085;-1,531672935;-0,907461454;1,113726704;-0,807351036;1,135076865;0,613973133;1,784580772
187;22;Masculino;Municipio Chacao;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Twitter;Whatsapp;Instagram;TikTok;Facebook;Sí;Muy mala;Todos los días;Otro;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Ha empeorado;Navego sin problemas;Los megas son muy caros;-2,25309454;-2,442219622;1,548888574;-1,647616574;1,290991901;0,817655487;-0,315172941;-1,964628752
188;19;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;TikTok;Instagram;Whatsapp;Twitter;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;Entre 4 días y 1 semana;Privada;Sí;Con datos móviles;Sí;Sí;Ha mejorado;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;-2,054312434;-1,313108838;-0,108686981;-1,744478558;-1,459047332;0,630919713;3,849523053;0,76588223
189;25;Masculino;Municipio Libertador;Sí;Licenciado;Privada;Celular;Instagram;Facebook;TikTok;Twitter;TikTok;Sí;Muy buena;No;Nunca se me cae el internet;El servicio es muy caro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Ha mejorado;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;0,672380064;1,116024542;1,307210947;0,494374118;0,705789655;-0,643515511;1,113294591;-0,314336978
190;21;Masculino;Municipio Baruta;Sí;Bachiller;Privada;Celular;TikTok;TikTok;TikTok;TikTok;TikTok;Sí;Buena;Casi nunca;La navegación es rápida;Otro;Entre 1 y 2 semanas;Privada;Sí;Wifi o internet en el lugar de trabajo;Sí;Sí;Ha mejorado;Navego sin problemas;Navega muy lento;-0,451776976;-0,457494713;0,8613289;-0,420769813;-1,015723592;-0,954553919;0,86098313;-0,48230824
191;21;Masculino;Municipio Chacao;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Muy buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;No;Me movilizo a casa de un conocido para usar su internet;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-1,370456364;-1,631816468;0,563212194;-1,524086369;0,121036274;1,452935077;-0,517698424;1,253585807
192;22;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;TikTok;Whatsapp;Twitter;Facebook;Sí;Muy buena;Casi nunca;La navegación es rápida;El servicio es muy caro;Entre 1 y 2 días;Privada;Sí;Internet satelital;Sí;Sí;Ha mejorado;Navego sin problemas;Los megas siempre se me acaban;-2,515029574;-1,28296119;0,380563772;0,264883868;-1,976624799;-0,183125367;2,821416871;1,068403802
193;20;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;TikTok;Facebook;Facebook;TikTok;Sí;Buena;Casi nunca;La navegación es rápida;La navegación es muy lenta;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Ha mejorado;Los datos nunca se me acaban;Nunca tiene señal;0,367131846;-1,164417125;0,702138808;-0,891847493;-0,904772307;0,199560335;1,838644968;-2,184195642
194;20;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;Facebook;Twitter;TikTok;Facebook;Sí;Buena;Casi nunca;Siempre tengo internet;Hago reclamos y nunca solucionan mis problemas;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Ha mejorado;Los datos nunca se me acaban;Navega muy lento;1,38237678;-0,238140749;0,508762095;-0,642677108;-0,926949538;0,518745284;2,100816084;-0,750221719
195;20;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Whatsapp;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,43300554;-1,215062312;-0,324297485;1,337407507;-0,662103853;-0,297785157;0,903925609;0,414151915
196;19;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular, Tablet, Computadora Fija, Laptop (Portátil);Instagram;Facebook;Whatsapp;Whatsapp;Whatsapp;Sí;Regular hacia buena;Casi nunca;Siempre tengo internet;Hago reclamos y nunca solucionan mis problemas;Entre 2 y 4 días;Privada;Sí;Internet satelital;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-1,726851943;-1,182620542;1,111744875;0,62100911;-1,109824764;-0,522449884;2,035457225;0,585097942
197;21;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;TikTok;Whatsapp;Instagram;Facebook;Whatsapp;Sí;Regular hacia buena;Casi nunca;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Otro;Los megas siempre se me acaban;-0,669071989;-0,19026508;-0,175480291;0,959582114;-1,105080031;-0,215752121;1,965645252;-0,547669094
198;19;Masculino;Municipio Libertador;Sí;Estudios de 4to Nivel (Postgrado);Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Regular hacia mala;Todos los días;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;Sí;Con datos móviles;No;Sí;Ha mejorado;Navego sin problemas;Navega muy lento;-3,303766514;-1,306726066;0,53194206;1,26935836;-0,133528237;0,242689422;3,901875326;0,523984503
199;20;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;La navegación es rápida;Otro;El mismo día;Privada;Sí;Con datos móviles;No;Sí;Se ha mantenido igual;Los datos nunca se me acaban;No lo considero negativo por ninguna de las opciones anteriores;-0,515825284;-0,436685774;0,934311596;1,316458867;0,7728973;-1,110841492;-0,073631211;-0,783506949
200;19;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Tablet, Laptop (Portátil);Twitter;Facebook;Twitter;Facebook;TikTok;Sí;Regular hacia mala;Casi nunca;El servicio es barato;La navegación es muy lenta;Entre 1 y 2 días;Privada;Sí;Dispositivo de Banda Ancha Móvil;No;Sí;Se ha mantenido igual;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;-1,929371098;-1,334126982;0,1113162;-1,316913284;0,594753466;0,907070799;1,520740758;0,296297571
201;18;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Twitter;Whatsapp;Instagram;TikTok;Facebook;Sí;Buena;No;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Los megas siempre se me acaban;-0,248135733;-0,464094237;-0,340532128;-0,478417118;0,520885098;-0,404281332;2,67068021;0,652910754
202;21;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;Twitter;Facebook;Twitter;Twitter;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;La navegación es muy lenta;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Navega muy lento;0,054660947;-1,298576963;-0,220757929;-1,51485905;0,161441583;0,392745147;-0,699841102;-0,898259582
203;21;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Computadora Fija;Facebook;Twitter;TikTok;Whatsapp;Instagram;Sí;Muy buena;No;La navegación es rápida;Otro;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Se ha mantenido igual;Los datos nunca se me acaban;No lo considero negativo por ninguna de las opciones anteriores;-2,324664265;-0,339173865;-1,410389257;0,168074038;-0,400621708;1,619145165;0,676376949;-2,217319375
204;21;Masculino;Municipio Sucre;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;Facebook;TikTok;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;Sí;Con datos móviles;No;Sí;Ha mejorado;Navego sin problemas;Los megas siempre se me acaban;-0,900943503;-0,215180892;0,390317508;-1,077690202;1,100252781;-1,245879748;-0,275423694;0,03522232
205;21;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Twitter;Instagram;Facebook;TikTok;Sí;Regular hacia buena;Todos los días;Otro;El servicio es muy caro;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Ha mejorado;Los datos nunca se me acaban;Otro;2,776379122;1,022663011;0,979743656;1,471548891;-0,047856726;-1,152214715;-0,018229491;-0,778630958
206;22;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Twitter;Facebook;Twitter;Twitter;Sí;Muy buena;No;Siempre tengo internet;Otro;El mismo día;Privada;Sí;Internet satelital;No;Sí;Ha mejorado;Los datos nunca se me acaban;No lo considero negativo por ninguna de las opciones anteriores;-2,192204714;-1,281712931;0,491806849;0,155007435;-1,609600994;-1,327620154;0,093501674;3,136739628
207;20;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Muy buena;No;La navegación es rápida;Otro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;Los datos nunca se me acaban;Los megas son muy caros;-3,489509516;-2,309023259;-0,338278069;-1,306925411;-2,654522212;0,630919713;3,849523053;0,76588223
208;21;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);TikTok;Instagram;Twitter;Facebook;Whatsapp;Sí;Muy buena;No;Siempre atienden mis reclamos;Otro;El mismo día;Privada;No;Wifi público;No;No;Se ha mantenido igual;Siempre tengo señal y datos;Los megas son muy caros;-0,29549213;-0,503302341;0,86851441;0,55736191;-0,669015819;-0,111583896;3,133222819;-0,43673923
209;22;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;Instagram;TikTok;TikTok;TikTok;No;;;;;;;;;;;;;;1,134782664;0,444377782;1,472680077;-0,12388891;0,147381664;-0,954553919;0,86098313;-0,48230824
210;21;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;Facebook;Twitter;TikTok;Sí;Regular hacia mala;Todos los días;El servicio es barato;La navegación es muy lenta;Entre 1 y 2 días;Pública;Sí;Wifi o internet en el lugar de trabajo;No;Sí;Ha mejorado;Los datos nunca se me acaban;Los megas son muy caros;0,539441263;0,000949977;0,787387778;-0,415992704;0,056749571;0,509148885;2,829173901;-0,964912074
211;22;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Regular hacia mala;Todos los días;El servicio es barato;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;1,338201129;0,690272883;-1,07495855;-1,10558549;1,024902777;-0,496745145;-0,596198748;0,010177837
212;18;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Buena;Casi nunca;Siempre tengo internet;La señal se cae constantemente;El mismo día;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;-0,90415324;0,132747928;-1,199275179;0,497648549;1,004815882;-0,046418097;-0,768813605;-0,275026313
213;23;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Facebook;Instagram;Twitter;TikTok;Sí;Regular hacia buena;Casi nunca;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;El mismo día;Pública;No;Dispositivo de Banda Ancha Móvil;Sí;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;-3,558913199;-1,691957872;-0,722224007;-1,667836995;-0,991662395;0,162836221;3,789983731;0,83703565
214;24;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Instagram;Instagram;Instagram;Instagram;Instagram;Sí;Regular hacia mala;Todos los días;Otro;La navegación es muy lenta;Entre 2 semanas y 1 mes;Pública;No;Con datos móviles;Sí;Sí;Ha empeorado;Siempre tengo señal y datos;Nunca tiene señal;1,134782664;0,444377782;1,472680077;-1,306925411;-2,654522212;-0,946818393;1,491664552;0,814742902
215;21;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;Whatsapp;TikTok;Twitter;Facebook;Sí;Mala;Todos los días;Otro;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Los megas siempre se me acaban;1,508820142;1,060984519;0,863189211;-0,298848137;0,250481529;0,01017965;-0,589752514;0,141278343
216;22;Masculino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Twitter;TikTok;Facebook;Instagram;Whatsapp;Sí;Muy mala;Todos los días;Otro;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,60700163;-0,033484564;0,110314454;-0,206913364;1,485629885;-0,336709984;-0,967664898;0,184005667
217;23;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;-0,136153747;-0,053596024;-0,404243309;-0,002763729;-0,923257249;1,348933748;-0,264732398;-1,347102989
218;21;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Facebook;TikTok;Twitter;Instagram;No;;;;;;;;;;;;;;-2,067851444;1,037386161;-1,281468517;0,955915994;0,945874516;-0,232169022;-0,705988711;1,649867935
219;20;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Regular hacia mala;Todos los días;Otro;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas son muy caros;1,562381855;-0,738819508;0,494135138;0,549469003;-1,598242414;3,042684362;-0,819098797;-1,187470609
220;19;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;Facebook;TikTok;Twitter;Sí;Regular hacia mala;Todos los días;Siempre tengo internet;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha empeorado;Otro;Los megas siempre se me acaban;-0,120486673;-1,763080702;0,056920031;0,018341399;-2,503712726;0,254502856;-0,497963912;-0,303203012
221;20;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Computadora Fija;Whatsapp;Instagram;Facebook;Twitter;TikTok;Sí;Buena;Casi nunca;Nunca se me cae el internet;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,167070629;1,679121724;-0,255677341;1,289495704;0,367388184;-1,187348417;-0,336650827;0,012840538
222;21;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;Siempre tengo internet;El servicio es muy caro;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Navega muy lento;-0,372833609;-0,140428968;0,770524877;-0,473078941;-0,70007819;0,816615678;-0,853972479;-0,371814199
223;19;Masculino;Municipio Baruta;Sí;Bachiller;Privada;Celular;Instagram;Instagram;Instagram;Instagram;Instagram;Sí;Regular hacia buena;Casi nunca;Nunca se me cae el internet;La navegación es muy lenta;Entre 1 y 2 días;Privada;Sí;Dispositivo de Banda Ancha Móvil;Sí;No;Ha empeorado;Todo se descarga rápido y sin interrupciones;Nunca tiene señal;1,47772318;0,875965232;1,07062822;-0,609296077;-0,231882318;-0,799539595;2,326172092;0,868307832
224;18;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;0,417187039;0,967872405;0,02771906;0,652473943;-0,592091953;-1,102157019;0,106807621;-1,050161692
225;18;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;Otro;El servicio es muy caro;Entre 1 y 2 días;Privada;Sí;Dispositivo de Banda Ancha Móvil;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;1,010058627;-0,247592613;0,621449677;-0,62211737;-0,734186558;-0,749848649;-0,043128316;-1,044756976
226;19;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Twitter;Instagram;Whatsapp;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;0,322879071;0,626235036;0,35611145;0,568469094;0,461504344;0,389329164;-0,327370746;0,55448247
227;18;Femenino;Municipio Baruta;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Todos los días;El servicio es barato;La señal se cae constantemente;El mismo día;Privada;Sí;Dispositivo de Banda Ancha Móvil;Sí;Sí;Ha mejorado;Todo se descarga rápido y sin interrupciones;Los megas son muy caros;0,571642739;0,050876362;0,376567009;-0,979825393;-0,367540214;0,011068554;0,904522523;2,054464757
228;23;Masculino;Municipio Sucre;No;Bachiller;Privada;Celular, Computadora Fija;Whatsapp;Twitter;Instagram;Facebook;TikTok;Sí;Muy buena;Casi nunca;Siempre tengo internet;Otro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;1,463611059;1,719092638;-0,036007736;-1,516560177;-2,022392764;-1,35735733;-0,02450441;-0,513360738
229;24;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;TikTok;Facebook;Instagram;Instagram;Sí;Buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;El mismo día;Privada;Sí;Dispositivo de Banda Ancha Móvil;Sí;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;2,733630838;1,831158565;0,175394222;1,289495704;0,367388184;-0,848716137;-0,200059299;-0,73132506
230;19;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular;Twitter;Facebook;Whatsapp;Instagram;TikTok;Sí;Regular hacia mala;Todos los días;Otro;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Dispositivo de Banda Ancha Móvil;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;0,160183537;-0,424333919;-0,115518869;-1,188526631;0,370806636;0,591767463;-0,068475245;-0,043384016
231;22;Femenino;Municipio Libertador;Sí;Bachiller;Pública;Celular, Tablet, Computadora Fija;Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Todos los días;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;-0,458464445;-1,237096568;0,581848131;-1,05246569;-0,442623075;0,946512809;0,799637316;0,338641388
232;19;Masculino;Municipio Chacao;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Facebook;TikTok;Twitter;Sí;Regular hacia mala;Casi nunca;Otro;La navegación es muy lenta;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;0,493130384;0,812908206;0,133847284;0,955915994;0,945874516;0,072153818;-0,619968795;-0,951462564
233;24;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular;Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Buena;Casi nunca;Siempre tengo internet;Hago reclamos y nunca solucionan mis problemas;Entre 2 y 4 días;Pública;No;Con datos móviles;No;Sí;Ha mejorado;Siempre tengo señal y datos;No lo considero negativo por ninguna de las opciones anteriores;1,392268438;1,419694498;-0,163833894;0,965978065;0,424826461;-0,17446551;-0,491102083;0,223186659
234;20;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular;Instagram;TikTok;Twitter;Whatsapp;Facebook;No;;;;;;;;;;;;;;2,210055012;0,196302389;0,179251492;-1,175594115;1,775634454;0,261556881;-0,691726484;0,073524768
235;18;Femenino;Municipio Libertador;Sí;Bachiller;Pública;Celular, Laptop (Portátil);Whatsapp;Instagram;Facebook;TikTok;Twitter;Sí;Regular hacia buena;Casi nunca;Siempre atienden mis reclamos;Otro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;1,611169111;0,123586788;-0,127030718;-1,418079432;1,587975829;-0,936489433;-0,005677053;-0,589730436
236;21;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;Siempre atienden mis reclamos;El servicio es muy caro;El mismo día;Privada;No;Con datos móviles;Sí;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;0,930799819;0,918910691;-0,762996624;0,985073601;0,701030615;0,721469573;-0,464450021;-1,650383289
237;20;Masculino;Municipio Libertador;Sí;Bachiller;Pública;Celular;Instagram;TikTok;Facebook;Whatsapp;Instagram;Sí;Regular hacia mala;Todos los días;Otro;Nunca tengo internet;Entre 1 y 2 semanas;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Nunca tiene señal;0,15055801;0,076124659;1,9508885;-0,372826356;-2,838352287;-1,029564256;0,510155046;-0,835807642
238;20;Femenino;Municipio Libertador;Sí;Bachiller;Pública;Celular;Whatsapp;Instagram;TikTok;Facebook;Twitter;Sí;Muy buena;No;La navegación es rápida;Otro;Entre 1 y 2 días;Privada;No;Dispositivo de Banda Ancha Móvil;No;Sí;Se ha mantenido igual;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;1,490551817;-0,194826341;0,40042898;0,539311487;0,706348245;1,161234279;-0,425474804;-0,059731919
239;20;Femenino;Municipio Libertador;No;Técnico Superior Universitario (TSU);Pública;Celular;Facebook;Instagram;Whatsapp;TikTok;Twitter;No;;;;;;;;;;;;;;0,189556414;0,392499058;-0,504927201;0,181973101;-0,022407085;-0,407061397;0,066086509;-0,98082992
240;19;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular;Whatsapp;Facebook;Instagram;TikTok;Twitter;Sí;Muy buena;Casi nunca;Siempre tengo internet;Otro;Entre 2 y 4 días;Pública;Sí;Con datos móviles;No;Sí;Ha mejorado;Navego sin problemas;Otro;0,544977931;-1,375331979;-0,197233515;-0,219561295;-0,875976658;-0,462606303;0,067197412;2,43370283
241;20;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;Siempre tengo internet;Otro;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;No lo considero negativo por ninguna de las opciones anteriores;1,820453958;0,879043113;-0,871724695;1,573397014;-0,27297397;-1,223027815;-0,082296493;-0,404289812
242;21;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular, Tablet, Computadora Fija, Laptop (Portátil);Instagram;Whatsapp;TikTok;Twitter;Facebook;Sí;Buena;Casi nunca;Siempre atienden mis reclamos;El servicio es muy caro;Entre 1 y 2 días;Privada;Sí;Internet satelital;Sí;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Los megas son muy caros;0,45985017;0,215567573;-0,529136864;-0,518644601;0,908671347;-0,629638503;-0,520897984;0,342399518
243;22;Masculino;Municipio Sucre;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La navegación es muy lenta;Entre 1 y 2 días;Privada;No;Con datos móviles;No;Sí;Ha mejorado;Todo se descarga rápido y sin interrupciones;Los megas siempre se me acaban;-2,256381873;0,237869994;2,149182585;-0,508922265;-0,295566166;0,661467812;0,174594072;1,194810068
244;22;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Buena;Casi nunca;Siempre tengo internet;El servicio es muy caro;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Se ha mantenido igual;Siempre tengo señal y datos;Los megas siempre se me acaban;-0,001700639;-0,057416601;0,750165893;-0,928448292;-1,29973717;1,083294637;-0,190964799;-0,805164817
245;22;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;No;Internet satelital;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;-0,076365681;-0,514210008;-0,144468204;1,726430435;-0,205693043;-0,140151498;-0,336604927;-0,806501882
246;18;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Computadora Fija, Laptop (Portátil);Whatsapp;Twitter;Instagram;Facebook;TikTok;Sí;Regular hacia buena;Casi nunca;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;El mismo día;Pública;No;Wifi público;No;Sí;Ha mejorado;Siempre tengo señal y datos;Los megas siempre se me acaban;1,782743816;-0,028754503;-0,877432707;-1,100525328;0,355830464;0,118198293;-0,475966392;-0,368737239
